id,name,state,county,facility_area_sqft,lat,lon,source_layer,source_file
00364289077,Microsoft,TX,Bexar County,194916.0,29.48106634167372,-98.69655923476323,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00365941471,,PR,San Juan Municipio,23137.0,18.446826968330527,-66.0516872147712,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00366049843,Lumen Norristown,PA,Montgomery County,34224.0,40.1270582669318,-75.40863781443159,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00368724474,Equinix DC7,VA,Fairfax County,79709.0,38.90913922220713,-77.22055679495352,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00368724479,Element Critical VA1,VA,Fairfax County,20483.0,38.9083675000258,-77.21974420009786,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00369452572,Pittock Block,OR,Multnomah County,41556.0,45.521543581997186,-122.68070403612809,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00369728508,Data Center,OR,Washington County,25297.0,45.526683793418876,-122.87550380152314,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00373913881,Cisco Allen,TX,Collin County,162023.0,33.135980195526706,-96.66095239322138,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00373945186,,OR,Crook County,231830.0,44.29489361961425,-120.8839983863009,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00376627431,CSSNW Bellingham,WA,Whatcom County,4312.0,48.75726819331372,-122.48054752807799,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00377032058,EdgeConneX CHI02,IL,Cook County,64358.0,42.001494373393264,-87.95256335815348,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00377032061,Equinix Chicago CH3,IL,Cook County,135800.0,42.001158707879654,-87.95521312428228,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00377212693,Element Critical CH2,IL,DuPage County,44358.0,41.97422731222964,-87.9671757623118,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00377345296,Centersquare Elk Grove Village Data Center Campus ORD2,IL,DuPage County,198323.0,41.992040415356676,-87.95817200961845,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00377545385,Flexential Denver - Englewood,CO,Douglas County,198772.0,39.55897087407264,-104.83755343632711,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00377585075,EdgeConneX Detroit DET01,MI,Oakland County,40574.0,42.447696914234804,-83.26266713633784,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00379195054,Lumen Austin 3,TX,Travis County,5068.0,30.261396172131168,-97.72359737399289,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00379199519,Alpheus DataCenter,TX,Travis County,36089.0,30.261043226760542,-97.72210231000722,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00379204279,Digital Realty Austin AUS11,TX,Travis County,79985.0,30.21217551197644,-97.6957806400088,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00379204643,LightEdge Austin II,TX,Travis County,86445.0,30.200676320425476,-97.70704415374419,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00379204766,CyrusOne Austin Data Center II,TX,Travis County,77356.0,30.205929677925745,-97.69796494527762,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00379205427,Data Foundry Austin 1 Data Center,TX,Travis County,50461.0,30.215503976280193,-97.69607393452047,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00380282154,VISA Data Center,VA,Loudoun County,349987.0,39.04872822028961,-77.4454155025337,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00382785871,LightEdge Austin I,TX,Travis County,30876.0,30.21429715095225,-97.71266756573961,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00383545769,Skybox Chicago I,IL,Cook County,174575.0,41.99366849754896,-87.9735185179455,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00383728972,Hurricane Electric Fremont 1,CA,Alameda County,33640.0,37.48986462008944,-121.93101655253417,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00383796776,,OH,Erie County,633484.0,41.4324305009821,-82.71902751224367,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00383888101,Lumen Austin 1,TX,Travis County,74722.0,30.196499004972576,-97.71239983833573,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00383888914,Data Foundry - Texas 1,TX,Travis County,137095.0,30.198926082371674,-97.71378843935518,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00384310259,XO Fremont,CA,Alameda County,65815.0,37.47533720746737,-121.92211346250497,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00384310269,Hurricane Electric Fremont 2,CA,Alameda County,181268.0,37.471827238512944,-121.92031059714009,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00384396017,Element Critical,TX,Travis County,61978.0,30.342800020345656,-97.69617577010003,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00384690290,Element Critical CH1,IL,DuPage County,92076.0,41.97576175006559,-87.96468543810447,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00387208881,165 Halsey / Equinix NY1 / Databank EWR1,NJ,Essex County,89363.0,40.73672574708444,-74.17392520750958,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00387378765,QTS Suwanee Data Center 1,GA,Gwinnett County,310488.0,34.03538969563108,-84.06107488394335,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00387379196,QTS Suwanee Data Center 2,GA,Gwinnett County,360379.0,34.037098808167876,-84.0577034926908,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00388148510,TierPoint Little Rock,AR,Pulaski County,31845.0,34.75623579847398,-92.44472351005183,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00390287635,Equinix SV6,CA,Santa Clara County,21678.0,37.39960173949957,-122.01456250837072,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00392324240,Flexential Atlanta - Norcross,GA,Gwinnett County,32309.0,33.95476871472785,-84.19856192066597,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00396296733,Centersquare Lynnwood SE1,WA,Snohomish County,104460.0,47.84181079877673,-122.30169031041981,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00397914434,,OR,Crook County,9228.0,44.28941552511668,-120.87507749015272,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00400540223,Walmart Colorado Data Center,CO,El Paso County,219542.0,38.98574620589175,-104.78726998003246,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00405034574,Verizon,NE,Douglas County,11836.0,41.33832138450139,-96.0277741269746,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00405034584,Verizon,NE,Douglas County,87375.0,41.33843614997797,-96.02861432583268,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00408012357,George C. Wallace Alabama Supercomputer Center,AL,Madison County,14919.0,34.73654090277783,-86.67309882783594,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00409296605,Digital Realty Chicago ORD12,IL,Cook County,90165.0,41.928378286120044,-87.85923594325138,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00410408067,,WA,Grant County,36918.0,47.23763280547861,-119.86448737759345,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00410408073,Microsoft,WA,Grant County,151246.0,47.23947854795628,-119.88299787007462,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00410408074,Microsoft,WA,Grant County,147922.0,47.238574845290714,-119.88308360926234,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00410408079,,WA,Grant County,46835.0,47.23948769629937,-119.85940592515068,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00414055239,,WY,Laramie County,140780.0,41.1262309898459,-104.90187602195962,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00417682780,KOMO Plaza East,WA,King County,45743.0,47.619324932166734,-122.34815288067006,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00417682781,KOMO Plaza West,WA,King County,20239.0,47.618919759615665,-122.34859631775392,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00421273622,Fidelity,NE,Sarpy County,40714.0,41.16546905416773,-96.08338762268534,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00424945736,,CA,Los Angeles County,71500.0,33.91772905166227,-118.38631267027328,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00424945845,Serverfarm - LAX1,CA,Los Angeles County,119102.0,33.92174167558056,-118.38643608724031,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00424945852,DRT LAX12,CA,Los Angeles County,113310.0,33.9156488974591,-118.38463005026091,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00426586135,Google - Thornton,CO,Adams County,86059.0,39.922418557554764,-104.98324467111505,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00428021796,DRT LAX10,CA,Los Angeles County,66979.0,34.04732574551566,-118.25751427697325,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00428021816,One Wilshire,CA,Los Angeles County,43850.0,34.04789230531704,-118.25554585155656,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00429782814,UF Research Computing Center,FL,Alachua County,36370.0,29.672591133291224,-82.29992999372256,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00435324552,"CyrusOne NVA1, NVA2 & NVA3",VA,Loudoun County,265601.0,39.02594651093395,-77.41452291234779,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00435518280,NAP of the Americas,FL,Miami-Dade County,122625.0,25.782378977030266,-80.19307541186281,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00435531451,,FL,Miami-Dade County,15911.0,25.79754440402661,-80.230033722435,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00435817145,CyrusOne NVA5,VA,Loudoun County,506948.0,39.024327100481464,-77.43403366059391,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00438077632,Microsoft,IA,Dallas County,39146.0,41.540615955850996,-93.82494906980826,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00438078069,Facebook Altoona Data Center 1,IA,Polk County,315400.0,41.6642411277008,-93.51472775765038,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00438078070,Facebook Altoona Data Center 2,IA,Polk County,307370.0,41.66553719114288,-93.50817041153361,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00441502816,Lumen Technologies,CA,Orange County,85658.0,33.716777907497594,-117.80580094927477,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00444683815,Lumen,WA,Spokane County,25399.0,47.654225584825305,-117.42000258764048,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00447803368,,WI,Dane County,9176.0,43.06728877873921,-89.43673598135521,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00451413811,,CA,Santa Clara County,102004.0,37.33363768871057,-121.88797542273252,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00451491797,,NJ,Hudson County,150951.0,40.78413403768732,-74.06556019989502,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00451497833,Evocative Secaucus,NJ,Hudson County,101304.0,40.787550185315126,-74.06804834898094,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00452116337,BT Radianz: 492 River Road,NJ,Essex County,107857.0,40.82145355154189,-74.13418574563293,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00453969917,Time Warner Datacenter,CO,Arapahoe County,33804.0,39.5989600863557,-104.8603774822199,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00453969923,Time Warner Datacenter,CO,Arapahoe County,61435.0,39.59993080115642,-104.86018232055083,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00455171103,CyrusOne Austin Data Center III,TX,Travis County,189921.0,30.206993743520524,-97.7011142781365,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00459188722,Apollo Cable Landing Station,NJ,Monmouth County,25904.0,40.15704355065648,-74.10158204974093,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00459188725,Cable & Wireless Cable Landing Station,NY,Suffolk County,36746.0,40.84365992460773,-72.88334530997138,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460050155,Equinix Ashburn DC10,VA,Loudoun County,152397.0,39.02101419483995,-77.45151283533546,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460056017,Amazon IAD-61,VA,Loudoun County,152289.0,38.915805125747426,-77.49198694607598,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460056019,Amazon IAD51,VA,Loudoun County,64127.0,38.991413813734994,-77.43650684069107,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460056020,Amazon IAD56,VA,Loudoun County,78441.0,38.990567610094665,-77.43706177436276,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460056023,Amazon IAD16,VA,Loudoun County,75817.0,38.99069899784283,-77.44882479290187,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460056024,Amazon IAD15,VA,Loudoun County,103452.0,38.991692895450356,-77.44857953268574,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460059465,Amazon IAD14,VA,Prince William County,118192.0,38.78993178096453,-77.54821678521624,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460060340,Amazon IAD59,VA,Prince William County,127281.0,38.79222600770484,-77.54844963730864,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460060341,Amazon IAD52,VA,Prince William County,126699.0,38.79106882111887,-77.54837196346583,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070135,,OR,Umatilla County,2605.0,45.91583559984652,-119.26632355,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070136,,OR,Umatilla County,2608.0,45.915835599846574,-119.26652739999999,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070137,,OR,Umatilla County,2605.0,45.91583559984652,-119.26672585,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070138,,OR,Umatilla County,2605.0,45.91583559984655,-119.26711214999999,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070139,,OR,Umatilla County,2605.0,45.91584309984662,-119.26731594999998,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070140,,OR,Umatilla County,2605.0,45.91583189984655,-119.26751175,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070141,,OR,Umatilla County,2605.0,45.91583559984655,-119.26771695000002,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070143,Amazon PDX2,OR,Umatilla County,133053.0,45.91640356429687,-119.26777584933069,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070144,Amazon Web Services us-west-2,OR,Morrow County,127483.0,45.841003193690035,-119.65276874957645,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070145,Amazon Web Services us-west-2,OR,Morrow County,267452.0,45.85223533738975,-119.62988821726834,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460070147,Amazon Web Services us-west-2,OR,Morrow County,103260.0,45.850880751269834,-119.63052370002721,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460076753,Equinix San Jose SV3,CA,Santa Clara County,109684.0,37.38826955704538,-121.88842909046676,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460085343,365 Main Street Data Center,CA,San Francisco County,39318.0,37.78873103633594,-122.39046904827536,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460089167,Meta Forest City datacenter,NC,Rutherford County,241126.0,35.314231256978196,-81.82213877550394,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460089168,Meta Forest City datacenter,NC,Rutherford County,244176.0,35.31737236865609,-81.82632689449466,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460159925,,CA,Santa Clara County,75249.0,37.40390424000007,-121.88929689106432,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460159928,Csquare SFO1,CA,Santa Clara County,83921.0,37.37043804478318,-121.96982954691394,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460159955,,CA,Santa Clara County,75686.0,37.371778697164096,-121.97250520730036,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460167186,Intergate Columbia B,WA,Douglas County,192887.0,47.407163625794155,-120.1874901793035,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460167187,Intergate Columbia A,WA,Douglas County,262378.0,47.40871425585381,-120.18929355566497,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460175664,,VA,Loudoun County,35740.0,38.99422739840353,-77.44818874268246,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460175666,Centersquare IAD4-A,VA,Loudoun County,77749.0,39.02173368633118,-77.45274689712927,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460175672,AWS Building E,VA,Loudoun County,153355.0,39.005051586407944,-77.48561242978808,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460177088,Digital Realty New Jersey EWR20,NJ,Passaic County,29614.0,40.82992945585005,-74.12674913164862,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460182320,CyrusOne Somerset,NJ,Somerset County,318583.0,40.537986381868514,-74.54565865822576,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460182335,BNY Mellon Somerset,NJ,Somerset County,121002.0,40.53601964911133,-74.5534089707814,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460182337,,NJ,Somerset County,125668.0,40.537538352599995,-74.55554039982248,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460182351,Digital Realty New Jersey EWR21,NJ,Passaic County,71645.0,40.83058580151704,-74.12451439724033,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00460212563,,CA,Los Angeles County,43140.0,34.19986910792885,-118.34378887471212,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00463571875,Amazon IAD78,VA,Loudoun County,147979.0,39.026368042625414,-77.44952022668694,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00463571876,Amazon IAD79,VA,Loudoun County,148678.0,39.026357370464034,-77.45087034712718,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00464097467,,NV,Washoe County,276687.0,39.56710538351869,-119.54857352752407,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00464371693,Kaiser Data Center,CA,Napa County,162791.0,38.254085135435545,-122.2730981200017,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465032201,Lumen Dallas - 3180 Irving Blvd.,TX,Dallas County,80859.0,32.806954885472585,-96.86858877539873,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465032380,Prime DFW01-01,TX,Dallas County,88881.0,32.83796688361756,-96.87839306215342,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465032484,Lumen Dallas 6,TX,Dallas County,12977.0,32.82799793180718,-96.88438205812223,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465032487,Digital Realty DFW36,TX,Dallas County,24499.0,32.82754986077816,-96.87374979541197,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465032631,DataBank Dallas Empire Central Data Center,TX,Dallas County,67717.0,32.82173820429836,-96.87359763406623,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465042594,TierPoint Dallas Data Center,TX,Dallas County,71358.0,32.807972677629614,-96.85735461854576,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465062052,Amazon IAD87,VA,Loudoun County,147390.0,38.99181366629844,-77.44116774003697,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465062053,Amazon IAD88,VA,Loudoun County,147468.0,38.99096434751658,-77.44187048800238,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00465530450,Verizon,CO,Arapahoe County,8059.0,39.58924804995954,-104.87793294999813,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00468707940,Stream Data Centers PHX-1,AZ,Maricopa County,413250.0,33.41949068772329,-112.35998844515763,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00471658485,Live Oak Data Center,TX,Dallas County,49853.0,32.78371232090692,-96.79457490220035,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00471691760,Flexential Portland - Hillsboro 2,OR,Washington County,214259.0,45.558285521867774,-122.91709178475038,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00472761713,NYSE Data Center,NJ,Bergen County,200804.0,41.078302339181775,-74.15291807503208,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00472954201,AT&T,CA,Los Angeles County,17388.0,34.57998399250564,-118.11402444850229,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00476609221,,CO,El Paso County,42627.0,38.80265970986479,-104.52196604272531,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00480762078,Juniper,OR,Clackamas County,24854.0,45.31873065187943,-122.76587362101382,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00483286527,,TX,Collin County,108401.0,33.00929860932998,-96.6765444557892,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00483307714,Tierpoint Dallas-Allen,TX,Collin County,30651.0,33.137934223084564,-96.65737558964423,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00487170215,,TX,Harris County,352246.0,30.018697853415755,-95.86367622394388,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00490997243,Amazon IAD73,VA,Prince William County,146162.0,38.77797945837826,-77.55909921912577,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00490997244,Amazon IAD74,VA,Prince William County,147480.0,38.777436934620916,-77.55789122919084,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00491914767,H5 Data Center,OH,Cuyahoga County,71439.0,41.50635749142958,-81.6835984766603,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00492699069,TPx Colocation Datacenter,CA,Orange County,37065.0,33.70750645042811,-117.84410419953558,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00497151852,Cologix Jacksonville JAX1,FL,Duval County,30201.0,30.331429818851134,-81.66242566977944,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00499403180,Microsoft,WA,Grant County,143439.0,47.23948680981334,-119.8874068597649,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00499403698,,WA,Grant County,44446.0,47.238560686211635,-119.86445275389522,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00499403699,,WA,Grant County,138534.0,47.24760077002591,-119.82542905367349,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00500820007,Facebook Fort Worth Datacenter,TX,Tarrant County,634395.0,32.98378403788744,-97.25934313221771,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00502927599,Data Center Lenexa,KS,Johnson County,44552.0,38.92517007028676,-94.77028959106379,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00507673418,CITIGROUP TECHNOLOGY INC,TX,Denton County,242536.0,33.00638147848431,-97.24529013457189,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00507673437,QTS Data Center,TX,Tarrant County,277996.0,32.98885535912591,-97.25920173475927,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611423,Lowe's Data Center,TX,Bexar County,55066.0,29.472846040284345,-98.68954665082217,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611426,,TX,Bexar County,48815.0,29.470344479093157,-98.68620953197289,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611429,,TX,Bexar County,68591.0,29.470223440456333,-98.68765019924955,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611432,CyrusOne San Antonio I,TX,Bexar County,102327.0,29.46655501468974,-98.68811007066918,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611436,Valero Wiserman,TX,Bexar County,58304.0,29.474285413407838,-98.68006447609893,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611437,Stream San Antonio II,TX,Bexar County,71324.0,29.472016548814928,-98.67173678230641,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611438,CyrusOne San Antonio II,TX,Bexar County,108554.0,29.47084945067936,-98.67299896081857,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00509611439,CyrusOne San Antonio III,TX,Bexar County,100537.0,29.47004426742346,-98.67219273225999,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00516686211,Spectrum Charlotte National Data Center,NC,Mecklenburg County,93604.0,35.142789017171076,-80.91620847296733,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00517411076,,OR,Crook County,377457.0,44.28888249144302,-120.87012500756974,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00523886201,Cyxtera Tampa TP1,FL,Hillsborough County,97332.0,27.94553184264413,-82.35116156727058,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00526806006,QTS Irving - Dallas Data Center Campus,TX,Dallas County,306213.0,32.89728320232041,-96.98278763369082,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00530024353,Centersquare Lisle ORD4 Data Center,IL,DuPage County,361205.0,41.80234062646393,-88.09488558888414,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00530982335,GoDaddy - Gilbert,AZ,Maricopa County,91811.0,33.36191382983084,-111.83930897383503,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00531709017,AT&T Center,CA,San Diego County,88910.0,32.74757512655355,-117.15894804229632,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00533842335,,TN,Davidson County,10355.0,36.14048086552297,-86.76414722152771,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00536784688,CenturyLink,GA,Fulton County,23046.0,33.76514415943699,-84.38373631254974,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00537172525,,WY,Laramie County,62914.0,41.124032949239215,-104.8980886,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00537172526,,WY,Laramie County,67797.0,41.124036799320784,-104.8992687499629,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00537172527,,WY,Laramie County,62555.0,41.12528359932865,-104.89927145,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00537172528,,WY,Laramie County,63264.0,41.12528676311575,-104.89808331876364,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00537807168,Expedient Pittsburgh South,PA,Allegheny County,27441.0,40.42737727783291,-80.04253151075422,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00543117031,Centersquare: Phoenix - (PHX1 - Mesa),AZ,Maricopa County,57992.0,33.421284262350255,-111.85899423023753,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00543316327,,TX,Harris County,264173.0,29.99520064778405,-95.56325379028314,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00543404966,,TX,Harris County,113970.0,29.997307161324283,-95.56398536553905,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00544536822,Liquid Web,MI,Eaton County,23079.0,42.687951324568324,-84.64299464110024,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00544596573,Amazon IAD63,VA,Loudoun County,143980.0,38.9168847531172,-77.49325147292357,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00545060574,"Liquid Web, Inc",MI,Eaton County,72843.0,42.70539040001097,-84.66608910001226,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00545396372,Amazon IAD62,VA,Loudoun County,149941.0,38.94932164782646,-77.51987469094145,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
00545704217,,GA,Cobb County,18558.0,34.0707036329806,-84.67590752731094,im3_us_data_center_locations,im3_us_data_center_locations.gpkg::building
